Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017,Red List
Afghanistan,,,,,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.837
Albania,7.4,0.5,0.3,0.4,0.9,1.8,2.0,2.2,2.4,1.1,0.6,1.1,0.844
Algeria,12.3,11.2,16.9,23.9,17.7,20.8,20.5,18.4,15.9,10.4,7.7,9.3,0.904
Angola,27.3,37.2,47.1,35.8,33.7,33.5,30.0,25.5,19.6,8.8,8.7,12.8,0.934
Arab States,8.2,8.2,10.4,13.5,9.9,12.9,12.8,11.7,10.5,6.2,5.2,6.4,
Argentina,2.2,1.1,2.0,5.3,2.8,3.2,3.1,2.7,2.4,1.0,0.9,1.0,0.861
Armenia,,,0.2,0.4,1.6,2.4,2.3,1.9,1.9,2.1,2.4,2.9,0.846
Australia,2.0,1.1,1.8,2.6,3.3,3.8,3.1,2.8,2.9,2.1,2.7,3.0,0.825
Austria,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.895
Azerbaijan,,,27.4,20.5,23.8,25.2,21.8,18.5,15.3,9.4,10.3,13.4,0.912
Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702
Bahrain,10.5,3.9,5.2,5.7,5.3,7.4,8.3,9.0,8.9,4.6,3.0,3.2,0.844
Bangladesh,0.4,0.4,0.4,0.6,0.9,1.3,1.3,1.0,1.0,0.8,0.5,0.6,0.76
Barbados,0.4,0.2,0.4,0.3,0.3,0.5,0.5,0.4,0.3,0.1,0.0,0.0,0.914
Belarus,,0.6,1.4,1.0,0.7,1.0,0.9,0.7,0.7,0.4,0.4,0.6,0.972
Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986
Belize,0.0,0.0,0.0,0.0,5.0,6.4,4.2,2.9,1.9,0.6,0.3,0.5,0.743
Benin,0.5,0.3,0.5,0.7,1.3,1.3,1.6,1.4,1.5,1.7,1.9,1.8,0.91
Bhutan,3.5,3.6,2.2,1.5,3.3,3.0,2.7,2.2,2.2,2.6,3.0,2.7,0.799
Bolivia (Plurinational State of),4.8,2.8,3.3,7.4,7.0,9.8,11.1,11.1,9.7,5.0,4.3,5.8,0.87
Bosnia and Herzegovina,,0.6,0.4,0.3,0.4,0.7,0.5,0.5,0.4,0.3,0.4,0.4,0.905
Botswana,1.0,0.5,0.8,2.9,3.1,2.0,1.9,1.8,1.3,0.6,0.5,0.5,0.979
Brazil,1.5,0.7,1.7,2.6,2.1,2.5,2.3,2.1,2.2,1.6,1.5,1.9,0.902
Brunei Darussalam,23.6,12.0,20.7,23.1,18.3,21.3,18.5,14.6,13.0,10.8,8.6,10.9,0.825
Bulgaria,0.4,0.8,0.5,0.7,1.1,1.3,1.2,0.9,0.8,0.7,0.6,0.7,0.944
Burkina Faso,2.3,6.3,1.8,3.9,10.6,14.0,14.0,12.6,12.7,15.0,16.0,15.0,0.988
Burundi,13.0,23.5,14.5,26.3,23.7,24.9,17.3,17.2,16.5,15.2,16.4,15.7,0.921
Cabo Verde,0.3,0.4,0.2,0.4,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.89
Cambodia,,5.7,1.2,1.1,1.6,1.8,1.3,1.1,1.6,1.0,1.1,1.0,0.816
Cameroon,8.9,3.2,7.5,5.0,4.4,5.2,5.4,4.7,4.0,2.1,1.7,2.5,0.836
Canada,1.3,1.1,2.1,2.5,0.8,1.0,0.8,0.8,0.8,0.5,0.6,0.7,0.969
Central African Republic,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.943
Chad,0.0,1.3,2.4,28.4,14.0,17.4,15.8,12.1,11.2,7.7,7.6,13.1,0.92
Chile,6.0,4.1,4.8,8.5,10.0,9.9,8.7,7.8,7.5,6.3,5.6,6.5,0.755
China,5.1,1.6,1.8,3.3,4.0,5.2,2.5,1.9,1.5,0.8,0.7,0.9,0.744
Colombia,5.4,2.1,4.9,5.5,5.5,8.1,7.1,6.4,5.6,3.3,2.6,3.4,0.737
Comoros,0.0,0.6,0.7,0.8,1.1,1.1,1.3,1.3,1.4,1.8,1.8,1.8,0.764
Congo,35.4,35.3,55.5,57.8,49.1,57.9,51.3,38.3,32.2,13.9,12.4,31.4,0.983
Congo (Democratic Republic of the),,1.5,0.6,8.5,17.5,22.3,23.6,27.3,26.5,22.9,20.4,23.2,0.891
Costa Rica,2.7,2.4,0.8,0.8,1.3,1.0,1.0,1.1,1.3,1.0,1.2,0.3,0.818
Croatia,,0.4,0.7,0.5,0.7,0.9,0.8,0.7,0.5,0.4,0.2,0.3,0.901
Cuba,0.3,0.3,1.0,1.4,1.8,2.3,1.9,1.7,1.4,0.5,,,0.651
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.983
Czechia,,0.1,0.1,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.0,0.1,0.971
C̫te d'Ivoire,0.0,0.2,0.5,3.2,3.7,5.5,4.8,3.7,2.7,1.8,2.2,,0.888
Denmark,0.4,0.2,1.3,1.4,1.2,1.5,1.4,1.0,0.8,0.4,0.3,0.4,0.972
Developing Countries,4.4,2.4,3.6,5.2,4.4,5.6,4.5,3.9,3.3,2.0,1.7,2.1,
Djibouti,,,,,,,,0.8,1.1,0.9,0.7,0.7,0.816
Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672
Dominican Republic,0.5,0.9,0.5,1.2,0.1,0.5,0.6,1.2,1.3,1.0,1.4,1.6,0.734
East Asia and the Pacific,4.9,1.9,2.4,3.7,3.9,5.0,2.8,2.2,1.8,1.1,0.9,1.1,
Ecuador,11.3,5.2,10.1,11.7,6.1,8.0,7.2,6.5,6.1,2.6,2.0,2.9,0.679
Egypt,15.6,6.9,5.3,10.3,6.6,9.0,8.0,7.4,6.5,3.0,2.3,4.0,0.909
El Salvador,0.8,0.7,0.5,0.4,1.0,0.8,0.8,0.9,1.1,0.8,1.0,1.0,0.826
Equatorial Guinea,0.0,2.4,89.3,91.2,52.0,48.6,49.9,40.5,37.7,20.0,15.4,22.9,0.813
Eritrea,,8.6,4.8,3.2,1.8,15.1,,,,,,,0.907
Estonia,,,0.1,0.1,0.9,1.4,0.9,0.6,0.5,0.2,0.2,0.2,0.986
Eswatini (Kingdom of),2.9,2.1,1.6,1.0,1.2,1.2,1.7,2.0,1.8,1.8,1.9,1.7,0.817
Ethiopia,9.5,26.3,15.7,20.1,14.2,15.8,13.6,12.7,11.6,10.7,10.1,9.4,0.842
Europe and Central Asia,,,2.2,2.7,3.2,4.0,3.5,3.1,2.7,1.6,1.5,2.0,
Fiji,0.3,0.7,0.4,0.0,1.4,1.4,1.5,0.8,0.7,0.7,0.8,0.8,0.669
Finland,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.99
France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873
Gabon,29.8,24.7,33.7,26.2,24.6,28.4,26.4,21.9,17.0,7.3,6.5,10.5,0.961
Gambia,4.5,2.9,2.2,4.3,4.9,7.0,9.0,5.7,5.7,6.1,5.9,5.7,0.981
Georgia,,,0.3,0.3,1.1,1.7,1.0,0.8,0.5,0.6,0.7,0.7,0.864
Germany,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.983
Ghana,1.2,6.8,7.2,10.0,10.1,14.1,14.9,9.7,11.8,10.5,9.9,11.4,0.844
Greece,0.1,0.0,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.1,0.848
Guatemala,1.7,1.3,1.1,0.9,2.3,2.5,1.9,2.0,2.5,1.7,1.7,1.7,0.721
Guinea,9.4,10.8,7.5,13.9,15.1,17.4,16.8,14.4,13.9,14.2,15.2,13.0,0.894
Guinea-Bissau,0.0,2.7,4.1,7.0,10.1,9.0,11.6,11.8,12.0,13.2,12.4,11.4,0.96
Guyana,0.8,0.4,0.4,0.2,7.8,11.6,13.9,11.5,7.7,7.9,13.0,13.3,0.923
Haiti,0.7,1.2,0.6,0.6,1.1,0.9,0.8,0.9,1.1,0.9,1.2,1.2,0.721
High human development,4.4,2.0,3.0,4.6,4.0,5.1,3.5,3.0,2.5,1.4,1.2,1.5,
Honduras,1.3,1.1,0.8,0.8,1.8,1.7,1.5,1.7,2.1,1.5,1.7,1.6,0.743
Hungary,,0.3,0.4,0.2,0.4,0.5,0.5,0.4,0.3,0.2,0.1,0.2,0.93
Iceland,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861
India,2.0,1.3,1.4,1.9,2.2,2.5,1.9,1.7,1.4,0.9,0.9,1.0,0.678
Indonesia,9.1,3.6,7.8,7.1,4.5,5.5,4.4,4.0,3.0,2.0,1.6,1.9,0.754
Iran (Islamic Republic of),6.6,6.8,10.8,9.5,5.8,6.9,4.8,5.3,5.2,3.2,3.2,4.6,0.837
Iraq,1.8,,,9.3,8.3,9.0,9.6,9.4,10.4,9.5,8.8,10.9,0.799
Ireland,0.2,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.925
Israel,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.758
Italy,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.902
Jamaica,1.2,0.5,0.3,0.4,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.724
Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781
Jordan,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.2,0.2,0.3,0.2,0.1,0.963
Kazakhstan,,4.0,18.5,20.6,11.9,13.8,13.0,10.7,9.5,5.4,6.5,8.7,0.871
Kenya,5.0,7.4,3.3,3.9,3.0,3.2,3.3,3.0,2.8,2.8,2.7,2.5,0.797
Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
Korea (Republic of),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733
Kuwait,2.5,6.3,8.2,12.4,9.9,14.3,15.6,14.5,13.2,9.0,7.7,8.1,0.845
Kyrgyzstan,,,0.5,0.5,8.4,10.0,5.2,7.1,5.6,5.5,6.6,6.3,0.984
Lao People's Democratic Republic,3.9,5.6,2.6,3.5,10.2,10.9,9.2,7.6,7.2,5.4,4.9,6.3,0.81
Latin America and the Caribbean,2.9,1.4,2.6,4.5,3.1,4.0,3.8,3.4,3.1,2.1,1.9,2.3,
Latvia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988
Least Developed Countries,6.1,7.1,5.6,9.5,9.7,11.2,9.9,9.3,7.8,5.3,5.1,5.6,
Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961
Lesotho,2.4,3.0,2.7,2.6,2.9,3.0,3.7,4.1,4.4,4.9,5.5,5.1,0.953
Liberia,,,0.3,1.4,16.2,15.5,17.5,16.5,17.5,17.8,18.5,19.2,0.887
Libya,,,,22.3,17.0,4.1,16.9,10.2,4.6,3.0,2.2,6.7,0.969
Lithuania,,0.1,0.3,0.2,,,,,,,,,0.989
Low human development,10.7,11.3,10.4,11.1,8.3,10.3,8.6,7.6,6.3,4.8,5.1,6.1,
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987
Madagascar,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.7,1.7,1.3,0.8,0.8,0.788
Malawi,7.6,16.0,8.6,5.6,5.0,4.9,7.4,8.3,7.9,8.0,9.4,8.2,0.808
Malaysia,8.0,2.6,5.6,6.9,5.3,6.1,5.8,4.9,4.6,3.4,2.4,3.1,0.677
Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843
Mali,1.8,4.0,2.5,2.3,9.6,10.5,13.7,11.0,9.4,10.0,10.3,9.5,0.981
Mauritania,4.8,3.7,5.3,10.4,19.1,19.3,20.1,18.9,16.2,11.8,11.4,12.4,0.977
Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396
Medium human development,2.4,1.8,2.2,3.6,3.9,4.6,4.3,3.8,3.3,2.0,1.8,2.1,
Mexico,3.5,1.6,2.6,5.0,4.0,5.7,5.5,4.9,4.0,2.0,1.8,2.2,0.677
Moldova (Republic of),,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.969
Mongolia,3.8,8.3,3.6,8.3,17.4,20.1,12.0,11.3,15.1,12.1,13.5,22.8,0.948
Montenegro,,,,,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.5,0.813
Morocco,0.1,0.0,0.1,0.1,0.4,0.5,0.4,0.3,0.4,0.4,0.3,0.3,0.887
Mozambique,0.0,0.0,0.0,0.8,1.9,2.8,3.1,2.7,0.4,0.3,0.4,1.3,0.825
Myanmar,,,1.2,4.9,2.0,2.6,2.9,2.6,3.5,3.7,2.4,2.7,0.806
Namibia,4.3,0.6,0.1,0.4,1.4,1.5,1.3,1.1,1.3,1.8,2.3,2.6,0.966
Nepal,1.7,1.3,1.1,0.7,1.3,1.1,0.9,0.8,0.8,0.9,1.0,0.9,0.825
Netherlands,0.4,0.2,0.3,0.4,0.7,0.9,1.1,1.1,0.7,0.4,0.2,0.3,0.943
New Zealand,0.7,0.4,0.9,0.4,1.1,1.2,1.1,0.9,0.9,0.7,0.5,0.5,0.626
Nicaragua,4.2,1.5,0.9,0.8,3.2,3.5,3.6,3.7,3.7,2.6,3.0,2.9,0.852
Niger,3.8,9.7,7.9,7.9,8.9,10.2,11.7,13.4,11.7,12.0,12.2,11.9,0.936
Nigeria,15.8,12.3,14.0,11.4,8.0,10.1,8.6,6.5,5.1,2.7,2.6,4.4,0.874
Norway,5.7,4.0,10.0,8.6,7.0,8.6,8.0,6.7,6.0,3.9,3.1,4.4,0.94
Oman,38.8,24.7,35.8,34.1,30.1,39.0,36.9,35.8,32.3,18.5,15.4,18.1,0.885
Organization for Economic Co-operation and Development,0.5,0.3,0.6,0.7,0.5,0.7,0.6,0.6,0.5,0.3,0.3,0.4,
Pakistan,1.4,0.7,1.2,1.8,1.5,2.1,2.0,1.8,1.7,1.0,0.7,0.8,0.859
Panama,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.733
Papua New Guinea,13.5,22.2,22.1,25.3,19.6,18.9,14.5,10.8,11.7,13.7,14.0,14.0,0.839
Paraguay,,2.9,1.7,1.8,2.0,1.5,1.5,1.5,1.6,1.5,1.7,1.6,0.948
Peru,5.5,1.4,1.2,3.2,5.8,7.1,6.1,4.8,3.8,3.7,4.6,5.5,0.724
Philippines,1.2,0.8,0.4,0.5,2.0,3.1,2.3,1.6,2.2,1.2,0.7,0.7,0.644
Poland,,0.3,0.2,0.4,0.5,0.6,0.5,0.4,0.4,0.3,0.3,0.4,0.971
Portugal,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.854
Qatar,27.7,18.3,33.5,22.3,15.3,18.3,16.2,14.8,12.8,7.7,6.2,7.4,0.826
Romania,3.1,1.2,1.9,1.3,1.0,1.6,1.6,1.3,0.9,0.6,0.4,0.5,0.949
Russian Federation,,2.9,9.3,9.7,8.3,9.6,8.7,7.7,7.5,5.5,4.7,5.8,0.955
Rwanda,4.4,11.7,5.6,6.3,5.9,6.0,5.9,5.7,5.8,5.9,5.8,5.4,0.848
Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842
Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.772
Samoa,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.806
Sao Tome and Principe,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.785
Saudi Arabia,11.0,8.4,12.9,16.1,10.9,15.8,15.8,14.6,13.3,8.0,6.8,7.9,0.908
Senegal,0.0,0.0,0.1,0.0,0.6,0.9,1.8,1.0,1.0,1.3,1.4,1.0,0.943
Serbia,,,,,0.6,0.9,0.8,0.6,0.6,0.4,0.4,0.4,0.958
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664
Sierra Leone,16.5,15.6,13.7,9.4,9.3,9.7,11.3,15.0,12.4,9.5,12.6,12.9,0.912
Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
Slovakia,,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.2,0.1,0.0,0.0,0.963
Slovenia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937
Small Island Developing States,1.8,1.1,1.3,1.9,2.2,2.8,2.7,2.5,2.2,1.6,1.5,1.7,
Solomon Islands,0.4,4.6,1.2,8.4,22.5,26.7,24.0,19.7,22.7,19.2,17.0,20.9,0.767
South Africa,2.8,1.9,1.5,2.7,4.4,5.0,4.2,4.1,3.3,2.2,2.5,2.7,0.772
South Asia,2.9,2.1,2.7,3.1,2.7,3.2,2.4,2.2,1.9,1.1,1.1,1.4,
South Sudan,,,,,,,0.4,7.3,10.0,3.9,14.0,,0.931
Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843
Sri Lanka,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.564
Sub-Saharan Africa,7.2,5.6,6.3,8.4,9.0,10.7,10.0,8.7,7.4,4.9,5.0,6.2,
Sudan,,,,,,12.9,3.5,6.4,3.3,2.5,3.1,2.8,0.933
Suriname,7.5,3.0,8.1,6.6,18.2,28.3,27.2,21.5,17.5,13.0,23.2,28.1,0.983
Sweden,0.1,0.0,0.0,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.993
Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974
Syrian Arab Republic,23.9,22.3,22.8,18.9,,,,,,,,,0.943
Tajikistan,,,,0.1,0.7,1.0,1.1,0.9,1.1,1.4,2.7,3.5,0.985
Tanzania (United Republic of),0.0,0.0,0.0,0.1,2.7,3.9,3.7,2.7,2.1,2.0,2.2,2.2,0.689
Thailand,0.8,0.5,1.3,2.3,2.5,2.8,2.9,2.6,2.7,1.9,1.5,1.6,0.795
Timor-Leste,,,,,51.0,51.7,51.1,48.1,55.8,43.7,30.8,29.7,0.885
Togo,5.6,12.1,7.2,5.8,12.5,18.0,24.5,19.9,16.9,15.6,15.2,13.4,0.854
Tonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725
Trinidad and Tobago,18.0,9.4,11.6,13.6,12.0,16.4,15.7,14.9,11.4,6.2,3.8,6.9,0.813
Tunisia,3.4,2.4,2.9,3.1,4.7,5.0,5.3,4.4,3.5,2.0,1.6,1.6,0.974
